Type,Localisation,Price,City,Area,Rooms,Bedrooms,Bathrooms,Floor,Current_state,Age
Appartements,Les princesses ,2900000.0,Casablanca,177.0,6.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Ain Diab ,1700000.0,Casablanca,148.0,0.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca,1050000.0,Casablanca,59.0,0.0,1.0,1.0,7.0,Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,8500000.0,Casablanca,492.0,9.0,5.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,2450000.0,Casablanca,140.0,4.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Californie ,1917500.0,Casablanca,189.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,1927400.0,Casablanca,127.0,4.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Californie ,1613100.0,Casablanca,106.0,4.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Californie ,2060600.0,Casablanca,198.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,2021750.0,Casablanca,130.0,4.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Oulfa ,1228500.0,Casablanca,117.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif ,2839750.0,Casablanca,142.0,4.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,1600000.0,Casablanca,65.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,2180000.0,Casablanca,104.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Beauséjour ,1936000.0,Casablanca,121.0,7.0,4.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,La Gironde ,1119000.0,Casablanca,117.0,8.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,2000000.0,Casablanca,150.0,5.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Racine ,3850000.0,Casablanca,210.0,4.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Ain Diab ,3500000.0,Casablanca,208.0,4.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,1300000.0,Casablanca,52.0,2.0,1.0,1.0,5.0,Non Specifique,Non Specifique
Appartements,Gauthier ,1750000.0,Casablanca,98.0,2.0,1.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Foncière ,2500000.0,Casablanca,172.0,8.0,4.0,3.0,2.0,Non Specifique,Non Specifique
Appartements,Californie ,1790320.0,Casablanca,139.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,1630720.0,Casablanca,104.0,3.0,2.0,2.0,4.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,25000000.0,Casablanca,1000.0,7.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,1429120.0,Casablanca,88.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,915800.0,Casablanca,86.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Ain Diab ,13500000.0,Casablanca,767.0,7.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,1200000.0,Casablanca,95.0,3.0,2.0,1.0,7.0,Non Specifique,Non Specifique
Appartements,Bourgogne Est ,2600000.0,Casablanca,162.0,4.0,3.0,3.0,3.0,Non Specifique,Non Specifique
Villas,Ain Diab ,7100000.0,Casablanca,382.0,6.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Triangle d'Or ,4200000.0,Casablanca,299.0,4.0,3.0,3.0,1.0,Non Specifique,Non Specifique
Appartements,Ain Borja ,1995968.0,Casablanca,99.0,4.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,1250000.0,Casablanca,59.0,0.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,1250000.0,Casablanca,59.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,2200000.0,Casablanca,124.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,2124000.0,Casablanca,137.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1868000.0,Casablanca,101.0,3.0,2.0,1.0,5.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1076000.0,Casablanca,57.0,2.0,1.0,1.0,5.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1382000.0,Casablanca,74.0,3.0,2.0,1.0,4.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,860000.0,Casablanca,45.0,0.0,1.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,860000.0,Casablanca,45.0,0.0,1.0,1.0,2.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1076000.0,Casablanca,57.0,2.0,1.0,1.0,2.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,896000.0,Casablanca,47.0,2.0,1.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1597000.0,Casablanca,91.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,8700000.0,Casablanca,648.0,8.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Longchamps (Hay Al Hanâa) ,14000000.0,Casablanca,975.0,7.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,797865.0,Casablanca,71.0,3.0,2.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,891080.0,Casablanca,76.0,3.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,716392.0,Casablanca,68.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,970905.0,Casablanca,87.0,4.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Gauthier ,1250000.0,Casablanca,45.0,2.0,1.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Racine ,450000.0,Casablanca,248.0,6.0,4.0,3.0,2.0,Non Specifique,Non Specifique
Villas,Californie ,7500000.0,Casablanca,434.0,7.0,5.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Triangle d'Or ,3700000.0,Casablanca,274.0,4.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Oasis ,1370000.0,Casablanca,62.0,2.0,1.0,1.0,3.0,Non Specifique,Non Specifique
Villas,El Manar - El Hank ,9500000.0,Casablanca,450.0,6.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,14000000.0,Casablanca,1001.0,7.0,5.0,5.0,0.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1760800.0,Casablanca,89.0,3.0,2.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1550000.0,Casablanca,89.0,3.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Racine ,2000000.0,Casablanca,111.0,4.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Mers Sultan ,1650000.0,Casablanca,115.0,4.0,3.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Gauthier ,3300000.0,Casablanca,155.0,4.0,3.0,2.0,7.0,Non Specifique,Non Specifique
Appartements,Palmier ,3400000.0,Casablanca,265.0,4.0,3.0,2.0,6.0,Non Specifique,Non Specifique
Villas,Californie ,15000000.0,Casablanca,1065.0,8.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,8500000.0,Casablanca,605.0,9.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,9000000.0,Casablanca,728.0,9.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,15000000.0,Casablanca,1100.0,8.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Ain Diab ,4700000.0,Casablanca,380.0,8.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Ain Diab ,6800000.0,Casablanca,425.0,9.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Anfa ,11700000.0,Casablanca,890.0,9.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Ain Diab ,9500000.0,Casablanca,518.0,6.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Longchamps (Hay Al Hanâa) ,17000000.0,Casablanca,1400.0,10.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Longchamps (Hay Al Hanâa) ,10000000.0,Casablanca,618.0,9.0,5.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Ain Diab ,6500000.0,Casablanca,370.0,7.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Ain Diab ,7000000.0,Casablanca,450.0,7.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Anfa ,12000000.0,Casablanca,619.0,8.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Anfa ,10000000.0,Casablanca,590.0,8.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Anfa ,12000000.0,Casablanca,725.0,8.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Oulfa ,1995968.0,Casablanca,52.0,3.0,2.0,1.0,4.0,Non Specifique,Non Specifique
Appartements,Maârif ,950000.0,Casablanca,55.0,2.0,1.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Benjdia ,1690000.0,Casablanca,124.0,4.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Racine ,2800000.0,Casablanca,120.0,4.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Oasis ,1050000.0,Casablanca,46.0,2.0,1.0,1.0,3.0,Non Specifique,Non Specifique
Maisons,Ain Chock ,4000000.0,Casablanca,100.0,7.0,6.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Val Fleury ,2450000.0,Casablanca,170.0,4.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Burger ,1750000.0,Casablanca,137.0,5.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Plateau (Al Batha) ,1750000.0,Casablanca,117.0,5.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Ain Diab ,5550000.0,Casablanca,170.0,5.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Racine Extension ,4500000.0,Casablanca,297.0,4.0,3.0,3.0,1.0,Non Specifique,Non Specifique
Appartements,Racine ,4100000.0,Casablanca,229.0,4.0,3.0,3.0,2.0,Non Specifique,Non Specifique
Appartements,Racine ,2800000.0,Casablanca,161.0,3.0,2.0,3.0,7.0,Non Specifique,Non Specifique
Villas,Ain Diab Extension ,13000000.0,Casablanca,574.0,8.0,4.0,5.0,0.0,Non Specifique,Non Specifique
Appartements,Oasis ,2637000.0,Casablanca,148.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1950000.0,Casablanca,146.0,4.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Anfa ,5590000.0,Casablanca,186.0,3.0,2.0,2.0,12.0,Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,9000000.0,Casablanca,641.0,7.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Ain Diab ,6500000.0,Casablanca,360.0,8.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Longchamps (Hay Al Hanâa) ,26000000.0,Casablanca,1975.0,8.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,7000000.0,Casablanca,411.0,9.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,8000000.0,Casablanca,550.0,9.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Anfa ,13000000.0,Casablanca,670.0,8.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,40000000.0,Casablanca,2175.0,6.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,45000000.0,Casablanca,2375.0,8.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Bourgogne Est ,950000.0,Casablanca,63.0,3.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,3100000.0,Casablanca,309.0,6.0,4.0,3.0,5.0,Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,1650000.0,Casablanca,97.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Belvédère ,700000.0,Casablanca,58.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Oulfa ,620000.0,Casablanca,77.0,3.0,2.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Oulfa ,600000.0,Casablanca,75.0,3.0,2.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Mers Sultan ,1750000.0,Casablanca,137.0,5.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,1900000.0,Casablanca,83.0,3.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Gauthier ,1700000.0,Casablanca,98.0,2.0,1.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Casablanca Marina ,2500000.0,Casablanca,65.0,2.0,1.0,1.0,8.0,Non Specifique,Non Specifique
Appartements,Al Hadika ,800000.0,Casablanca,135.0,3.0,2.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Oasis ,1420000.0,Casablanca,88.0,2.0,1.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,1500000.0,Casablanca,118.0,4.0,2.0,2.0,4.0,Non Specifique,Non Specifique
Villas,Californie ,11000000.0,Casablanca,428.0,7.0,5.0,5.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,3640000.0,Casablanca,140.0,6.0,3.0,3.0,5.0,Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,5990000.0,Casablanca,361.0,5.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Val Fleury ,1900000.0,Casablanca,138.0,4.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Villas,Oulfa ,3200000.0,Casablanca,231.0,4.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Sidi Maarouf ,5000.0,Casablanca,95.0,2.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1950000.0,Casablanca,117.0,5.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Gauthier ,1490000.0,Casablanca,44.0,2.0,1.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Racine ,4500000.0,Casablanca,211.0,4.0,3.0,3.0,7.0,Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,2750000.0,Casablanca,186.0,6.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,1700000.0,Casablanca,120.0,4.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Racine Extension ,4500000.0,Casablanca,236.0,5.0,3.0,3.0,5.0,Non Specifique,Non Specifique
Appartements,Racine ,3900000.0,Casablanca,211.0,5.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,2200000.0,Casablanca,132.0,5.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Palmier ,2550000.0,Casablanca,166.0,5.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,1850000.0,Casablanca,159.0,4.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,El Manar - El Hank ,1995968.0,Casablanca,93.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1470000.0,Casablanca,85.0,2.0,1.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1350000.0,Casablanca,66.0,2.0,1.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1300000.0,Casablanca,68.0,2.0,1.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,1900000.0,Casablanca,90.0,0.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Les princesses ,980000.0,Casablanca,42.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Les princesses ,2270000.0,Casablanca,181.0,4.0,3.0,3.0,5.0,Non Specifique,Non Specifique
Appartements,Racine ,2450000.0,Casablanca,149.0,5.0,3.0,3.0,5.0,Non Specifique,Non Specifique
Appartements,Gauthier ,9500.0,Casablanca,140.0,4.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Gauthier ,5600000.0,Casablanca,244.0,4.0,3.0,3.0,12.0,Non Specifique,Non Specifique
Appartements,Racine ,3000000.0,Casablanca,234.0,6.0,4.0,3.0,2.0,Non Specifique,Non Specifique
Villas,Sidi Maarouf ,4700000.0,Casablanca,258.0,12.0,6.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,780000.0,Casablanca,60.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Port ,1360000.0,Casablanca,116.0,4.0,3.0,1.0,7.0,Non Specifique,Non Specifique
Appartements,Hay Moulay Rachid 1 ,550000.0,Casablanca,73.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,2090000.0,Casablanca,99.0,3.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Villas,Californie ,7300000.0,Casablanca,450.0,6.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Ain Diab ,38000.0,Casablanca,445.0,8.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,1991470.0,Casablanca,127.0,4.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Californie ,1967880.0,Casablanca,128.0,4.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Californie ,1941180.0,Casablanca,120.0,4.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Californie ,2769720.0,Casablanca,251.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Mers Sultan ,2550000.0,Casablanca,186.0,6.0,3.0,3.0,4.0,Non Specifique,Non Specifique
Appartements,Ain Diab Extension ,4900000.0,Casablanca,203.0,4.0,3.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,7000000.0,Casablanca,440.0,7.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,4900000.0,Casablanca,391.0,6.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Sidi Maarouf ,4200000.0,Casablanca,460.0,7.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Palmier ,940000.0,Casablanca,43.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Palmier ,1480000.0,Casablanca,94.0,3.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Villas,Longchamps (Hay Al Hanâa) ,16500000.0,Casablanca,485.0,7.0,5.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Beauséjour ,1000000.0,Casablanca,92.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Hermitage ,1152740.0,Casablanca,54.0,2.0,1.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Hermitage ,973500.0,Casablanca,46.0,2.0,1.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Hermitage ,1327560.0,Casablanca,60.0,2.0,1.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Hermitage ,1261100.0,Casablanca,59.0,2.0,1.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1182000.0,Casablanca,51.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Villas,Laymoune ,6400000.0,Casablanca,504.0,6.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1550000.0,Casablanca,130.0,4.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,La Gironde ,872000.0,Casablanca,106.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,La Gironde ,1150000.0,Casablanca,95.0,3.0,2.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,La Gironde ,562500.0,Casablanca,45.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,La Gironde ,1800000.0,Casablanca,144.0,4.0,3.0,3.0,2.0,Non Specifique,Non Specifique
Appartements,La Gironde ,824000.0,Casablanca,100.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,La Gironde ,400000.0,Casablanca,32.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,1818500.0,Casablanca,139.0,4.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Lissasfa ,866800.0,Casablanca,113.0,0.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Lissasfa ,1103080.0,Casablanca,109.0,4.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Lissasfa ,1146270.0,Casablanca,123.0,4.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Lissasfa ,1091200.0,Casablanca,153.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Lissasfa ,1118150.0,Casablanca,107.0,4.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Lissasfa ,1118150.0,Casablanca,107.0,4.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Lissasfa ,1162200.0,Casablanca,113.0,0.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Oasis ,2450000.0,Casablanca,128.0,3.0,2.0,3.0,4.0,Non Specifique,Non Specifique
Appartements,Gauthier ,3275000.0,Casablanca,155.0,4.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Anassi ,520000.0,Casablanca,80.0,3.0,2.0,1.0,6.0,Non Specifique,Non Specifique
Appartements,Al Azhar ,720000.0,Casablanca,85.0,4.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Californie ,1391000.0,Casablanca,103.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Gauthier ,3000000.0,Casablanca,256.0,7.0,4.0,3.0,1.0,Non Specifique,Non Specifique
Appartements,Oasis ,1850000.0,Casablanca,102.0,5.0,2.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Oasis ,1550000.0,Casablanca,84.0,4.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Oulfa ,1333500.0,Casablanca,127.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Anassi ,540000.0,Casablanca,64.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Anassi ,600000.0,Casablanca,70.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,El Manar - El Hank ,1995968.0,Casablanca,94.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,La Gironde ,710000.0,Casablanca,57.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,La Gironde ,625000.0,Casablanca,50.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,La Gironde ,1125000.0,Casablanca,90.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,La Gironde ,1275000.0,Casablanca,102.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Palmier ,1912000.0,Casablanca,95.0,3.0,2.0,1.0,7.0,Non Specifique,Non Specifique
Appartements,Racine ,3150000.0,Casablanca,173.0,5.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Mandarona ,1200000.0,Casablanca,120.0,2.0,4.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Racine ,8300000.0,Casablanca,85.0,2.0,2.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Palmier ,2600000.0,Casablanca,184.0,4.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Mers Sultan ,1700000.0,Casablanca,112.0,4.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Lissasfa ,1034550.0,Casablanca,99.0,4.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Lissasfa ,1106380.0,Casablanca,107.0,4.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Lissasfa ,1067000.0,Casablanca,100.0,4.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Lissasfa ,1056000.0,Casablanca,100.0,4.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Maârif ,2615500.0,Casablanca,133.0,4.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Maârif ,1699000.0,Casablanca,82.0,3.0,2.0,0.0,3.0,Non Specifique,Non Specifique
Appartements,Maârif ,1473500.0,Casablanca,85.0,2.0,1.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,Californie ,1938830.0,Casablanca,167.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,La Gironde ,800000.0,Casablanca,64.0,3.0,2.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,La Gironde ,875000.0,Casablanca,70.0,3.0,2.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Palmier ,2157500.0,Casablanca,109.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,2200000.0,Casablanca,124.0,0.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Gauthier ,3150000.0,Casablanca,238.0,5.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,1600000.0,Casablanca,87.0,4.0,2.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,1000000.0,Casablanca,51.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,451000.0,Casablanca,43.0,3.0,1.0,1.0,4.0,Non Specifique,Non Specifique
Appartements,Hermitage ,1237650.0,Casablanca,57.0,2.0,1.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Maârif ,2118250.0,Casablanca,105.0,3.0,2.0,0.0,1.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,5052000.0,Casablanca,259.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,1800000.0,Casablanca,102.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,3400000.0,Casablanca,191.0,6.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,3200000.0,Casablanca,205.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Palmier ,2420000.0,Casablanca,110.0,1.0,3.0,1.0,5.0,Non Specifique,Non Specifique
Appartements,Derb Ghalef ,910000.0,Casablanca,65.0,3.0,2.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Racine ,2600000.0,Casablanca,220.0,6.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Nassim 1 ,8500000.0,Casablanca,475.0,10.0,5.0,5.0,0.0,Non Specifique,Non Specifique
Appartements,Sidi Maarouf ,360000.0,Casablanca,52.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,1555000.0,Casablanca,93.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Ain Diab ,3600000.0,Casablanca,215.0,7.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,2607850.0,Casablanca,243.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
