Type,Localisation,Price,City,Area,Rooms,Bedrooms,Bathrooms,Floor,Current_state,Age
Appartements,Californie ,1838760.0,Casablanca,116.0,4.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1067500.0,Casablanca,55.0,2.0,1.0,1.0,5.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,860000.0,Casablanca,45.0,0.0,1.0,1.0,4.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1256000.0,Casablanca,67.0,2.0,1.0,1.0,4.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,986000.0,Casablanca,52.0,2.0,1.0,1.0,2.0,Non Specifique,Non Specifique
Appartements,Casablanca,1900000.0,Casablanca,126.0,0.0,3.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Oulfa ,600000.0,Casablanca,75.0,3.0,2.0,2.0,4.0,Non Specifique,Non Specifique
Villas,Californie ,8000000.0,Casablanca,413.0,10.0,5.0,5.0,0.0,Non Specifique,Non Specifique
Appartements,El Manar - El Hank ,1995968.0,Casablanca,82.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,1336000.0,Casablanca,99.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,7800000.0,Casablanca,510.0,8.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,1260000.0,Casablanca,104.0,4.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,1400000.0,Casablanca,105.0,3.0,2.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,2050000.0,Casablanca,123.0,4.0,3.0,4.0,2.0,Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,2200000.0,Casablanca,179.0,3.0,2.0,3.0,5.0,Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,2150000.0,Casablanca,129.0,3.0,2.0,3.0,4.0,Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,1100000.0,Casablanca,67.0,2.0,1.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Ain Diab ,8000000.0,Casablanca,370.0,9.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,1274000.0,Casablanca,91.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Port ,6500000.0,Casablanca,300.0,6.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,2065000.0,Casablanca,100.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Casablanca,7300000.0,Casablanca,683.0,6.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Casablanca,5500000.0,Casablanca,650.0,5.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,11000000.0,Casablanca,860.0,6.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Casablanca,9000000.0,Casablanca,550.0,6.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,6000000.0,Casablanca,320.0,7.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca,2260000.0,Casablanca,176.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Ain Borja ,950000.0,Casablanca,76.0,5.0,2.0,2.0,4.0,Non Specifique,Non Specifique
Villas,Sidi Maarouf ,8400000.0,Casablanca,616.0,7.0,5.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1526000.0,Casablanca,82.0,3.0,2.0,1.0,2.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1418000.0,Casablanca,76.0,3.0,2.0,1.0,2.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,986000.0,Casablanca,52.0,2.0,1.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1345000.0,Casablanca,74.0,3.0,2.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1076000.0,Casablanca,57.0,2.0,1.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,691667.0,Casablanca,36.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,890000.0,Casablanca,48.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1960000.0,Casablanca,113.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,3600000.0,Casablanca,245.0,6.0,4.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Gauthier ,3000000.0,Casablanca,157.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif ,2313250.0,Casablanca,115.0,4.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Val Fleury ,1690000.0,Casablanca,102.0,5.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Oulfa ,608000.0,Casablanca,76.0,3.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Oulfa ,1092000.0,Casablanca,104.0,4.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1690000.0,Casablanca,95.0,4.0,2.0,1.0,5.0,Non Specifique,Non Specifique
Appartements,CIL (Hay Salam) ,3400000.0,Casablanca,201.0,5.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Villas,Casablanca,22500000.0,Casablanca,1230.0,0.0,7.0,6.0,0.0,Non Specifique,Non Specifique
Appartements,Palmier ,2800000.0,Casablanca,138.0,0.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Gauthier ,1700000.0,Casablanca,114.0,0.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca,900000.0,Casablanca,108.0,0.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Hermitage ,968000.0,Casablanca,61.0,2.0,1.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,Oulfa ,1039500.0,Casablanca,99.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Derb Ghalef ,1400000.0,Casablanca,100.0,2.0,2.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Hay Zobir ,440000.0,Casablanca,57.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Polo ,8100000.0,Casablanca,467.0,6.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif ,2300000.0,Casablanca,219.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Port ,2600000.0,Casablanca,115.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Casablanca,5344120.0,Casablanca,335.0,5.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Palmier ,1690000.0,Casablanca,116.0,0.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Oasis ,2000000.0,Casablanca,165.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Val Fleury ,1900000.0,Casablanca,150.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,1900000.0,Casablanca,145.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,9800000.0,Casablanca,1055.0,8.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,20000000.0,Casablanca,1025.0,8.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,21000000.0,Casablanca,2611.0,9.0,6.0,5.0,0.0,Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,12000000.0,Casablanca,583.0,8.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,12700000.0,Casablanca,465.0,8.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,16000000.0,Casablanca,961.0,9.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Polo ,7200000.0,Casablanca,350.0,9.0,6.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Palmier ,2400000.0,Casablanca,152.0,4.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,El Manar - El Hank ,1995968.0,Casablanca,106.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,1972000.0,Casablanca,136.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,1800000.0,Casablanca,105.0,3.0,2.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,2500000.0,Casablanca,142.0,4.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Plateau (Al Batha) ,1790000.0,Casablanca,156.0,5.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Casablanca,2700000.0,Casablanca,291.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,30000000.0,Casablanca,2049.0,8.0,5.0,4.0,0.0,Non Specifique,Non Specifique
Riad,Sidi Maarouf ,6500000.0,Casablanca,331.0,3.0,4.0,5.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,2700000.0,Casablanca,167.0,4.0,3.0,2.0,7.0,Non Specifique,Non Specifique
Villas,Californie ,14000000.0,Casablanca,998.0,4.0,4.0,5.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,13000000.0,Casablanca,1200.0,7.0,6.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif ,1350000.0,Casablanca,109.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Tantonville ,1600000.0,Casablanca,120.0,3.0,2.0,2.0,1.0,Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,10500000.0,Casablanca,450.0,2.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Sidi Belyout ,1695000.0,Casablanca,113.0,1.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Anfa ,2500000.0,Casablanca,131.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,14000000.0,Casablanca,1100.0,3.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,2650000.0,Casablanca,162.0,5.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Sidi Maarouf ,5000000.0,Casablanca,250.0,3.0,6.0,5.0,0.0,Non Specifique,Non Specifique
Villas,Anfa ,5400000.0,Casablanca,300.0,9.0,5.0,5.0,0.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,35000000.0,Casablanca,1620.0,8.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Gauthier ,4000000.0,Casablanca,189.0,5.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,71400000.0,Casablanca,4200.0,3.0,5.0,5.0,0.0,Non Specifique,Non Specifique
Villas,Anfa ,18000000.0,Casablanca,1000.0,8.0,4.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,1600000.0,Casablanca,94.0,3.0,2.0,2.0,5.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,48000000.0,Casablanca,2014.0,1.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Triangle d'Or ,5500000.0,Casablanca,233.0,8.0,5.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Sidi Maarouf ,4600000.0,Casablanca,250.0,6.0,6.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,1450000.0,Casablanca,72.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1900000.0,Casablanca,222.0,5.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Val Fleury ,1900000.0,Casablanca,129.0,4.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Racine ,1870000.0,Casablanca,84.0,3.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,45000000.0,Casablanca,1900.0,5.0,5.0,5.0,0.0,Non Specifique,Non Specifique
Villas,Anfa Supérieur ,12808345.0,Casablanca,2100.0,3.0,5.0,4.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,14500000.0,Casablanca,1143.0,5.0,4.0,5.0,0.0,Non Specifique,Non Specifique
Villas,Hermitage ,4500000.0,Casablanca,200.0,6.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,2750000.0,Casablanca,156.0,4.0,3.0,3.0,3.0,Non Specifique,Non Specifique
Appartements,Les princesses ,2350000.0,Casablanca,146.0,4.0,3.0,3.0,2.0,Non Specifique,Non Specifique
Villas,Polo ,6400000.0,Casablanca,803.0,6.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Gauthier ,1540000.0,Casablanca,91.0,3.0,2.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1600000.0,Casablanca,100.0,3.0,2.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,1750000.0,Casablanca,130.0,5.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Californie ,2980000.0,Casablanca,175.0,5.0,3.0,3.0,4.0,Non Specifique,Non Specifique
Villas,Californie ,19000000.0,Casablanca,1000.0,5.0,4.0,5.0,0.0,Non Specifique,Non Specifique
Appartements,Les princesses ,2400000.0,Casablanca,140.0,5.0,3.0,3.0,5.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1090000.0,Casablanca,51.0,2.0,1.0,1.0,1.0,Non Specifique,Non Specifique
Villas,Sidi Maarouf ,4500000.0,Casablanca,250.0,5.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Val Fleury ,1790000.0,Casablanca,125.0,5.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,2400000.0,Casablanca,141.0,3.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Bernoussi ,600000.0,Casablanca,58.0,3.0,2.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,1628000.0,Casablanca,90.0,0.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,1526250.0,Casablanca,85.0,0.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,1683500.0,Casablanca,91.0,0.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Ahl Loghlam (Hay Assalam) ,300000.0,Casablanca,51.0,2.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Oulfa ,470000.0,Casablanca,52.0,3.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Californie ,1526560.0,Casablanca,94.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,1572820.0,Casablanca,93.0,4.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,7098000.0,Casablanca,370.0,5.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Ain Diab ,4050000.0,Casablanca,162.0,3.0,2.0,3.0,6.0,Non Specifique,Non Specifique
Appartements,Gauthier ,3000000.0,Casablanca,198.0,4.0,3.0,3.0,6.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,920000.0,Casablanca,46.0,2.0,1.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Oasis ,1822250.0,Casablanca,99.0,4.0,3.0,0.0,3.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,1900000.0,Casablanca,90.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Franceville ,1950000.0,Casablanca,203.0,7.0,5.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,2330000.0,Casablanca,180.0,5.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Californie ,1635420.0,Casablanca,98.0,4.0,3.0,0.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,1585580.0,Casablanca,99.0,3.0,2.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Californie ,1428000.0,Casablanca,102.0,4.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,1656480.0,Casablanca,102.0,4.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Californie ,1803200.0,Casablanca,115.0,3.0,2.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Californie ,1344000.0,Casablanca,80.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,1721660.0,Casablanca,122.0,4.0,3.0,3.0,2.0,Non Specifique,Non Specifique
Appartements,Californie ,1854720.0,Casablanca,115.0,3.0,2.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,984810.0,Casablanca,90.0,3.0,2.0,2.0,4.0,Non Specifique,Non Specifique
Villas,Ain Diab ,8000000.0,Casablanca,400.0,10.0,4.0,6.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,2900000.0,Casablanca,160.0,8.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1950000.0,Casablanca,106.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Ain Diab ,12808345.0,Casablanca,1800.0,8.0,5.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Mers Sultan ,1995968.0,Casablanca,107.0,5.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Beauséjour ,1995968.0,Casablanca,107.0,4.0,2.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Maârif ,1995968.0,Casablanca,99.0,5.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1995968.0,Casablanca,164.0,5.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1995968.0,Casablanca,153.0,5.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1995968.0,Casablanca,140.0,5.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Belvédère ,920000.0,Casablanca,78.0,3.0,2.0,1.0,2.0,Non Specifique,Non Specifique
Appartements,Burger ,14000.0,Casablanca,78.0,3.0,2.0,2.0,2.0,Non Specifique,Non Specifique
Appartements,Val Fleury ,2900000.0,Casablanca,240.0,5.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Lissasfa ,339000.0,Casablanca,50.0,3.0,2.0,1.0,3.0,Non Specifique,Non Specifique
Villas,Anfa ,20000000.0,Casablanca,1058.0,5.0,5.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Anassi ,790000.0,Casablanca,95.0,4.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Anassi ,660000.0,Casablanca,79.0,4.0,3.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Hay Moulay Rachid 1 ,550000.0,Casablanca,73.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Triangle d'Or ,2900000.0,Casablanca,125.0,5.0,3.0,2.0,2.0,Non Specifique,Non Specifique
Villas,Californie ,7300000.0,Casablanca,490.0,3.0,5.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1700000.0,Casablanca,222.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Anfa ,1480000.0,Casablanca,82.0,3.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Centre Ville ,2900000.0,Casablanca,210.0,4.0,2.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Anfa ,2950000.0,Casablanca,150.0,4.0,3.0,3.0,4.0,Non Specifique,Non Specifique
Appartements,Racine ,1995968.0,Casablanca,225.0,4.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Racine ,1995968.0,Casablanca,220.0,5.0,4.0,3.0,5.0,Non Specifique,Non Specifique
Appartements,Maârif Extension ,1350000.0,Casablanca,130.0,4.0,3.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,Oulfa ,340000.0,Casablanca,47.0,3.0,2.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Bernoussi ,500000.0,Casablanca,60.0,3.0,2.0,1.0,0.0,Non Specifique,Non Specifique
Appartements,Belvédère ,1800000.0,Casablanca,149.0,3.0,3.0,2.0,7.0,Non Specifique,Non Specifique
Appartements,Salmia 2 ,510000.0,Casablanca,78.0,3.0,2.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,2000.0,Casablanca,104.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Ain Borja ,130000.0,Casablanca,105.0,3.0,1.0,2.0,6.0,Non Specifique,Non Specifique
Appartements,Ain Borja ,130000.0,Casablanca,105.0,3.0,1.0,2.0,6.0,Non Specifique,Non Specifique
Appartements,Ain Diab ,4200000.0,Casablanca,230.0,6.0,4.0,3.0,1.0,Non Specifique,Non Specifique
Appartements,Maârif ,1780000.0,Casablanca,114.0,4.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Maârif ,1400000.0,Casablanca,77.0,2.0,1.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1050000.0,Casablanca,55.0,2.0,1.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,1490000.0,Casablanca,91.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Anassi ,440000.0,Casablanca,65.0,3.0,2.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,Val Fleury ,2500000.0,Casablanca,162.0,4.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,9500000.0,Casablanca,480.0,8.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Itissal ,1050000.0,Casablanca,120.0,5.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Californie ,1050000.0,Casablanca,81.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,7500000.0,Casablanca,1015.0,10.0,3.0,4.0,0.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1140000.0,Casablanca,63.0,2.0,1.0,1.0,5.0,Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,1350000.0,Casablanca,92.0,3.0,2.0,1.0,2.0,Non Specifique,Non Specifique
Villas,Anfa ,14000000.0,Casablanca,1068.0,7.0,6.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Laymoune ,8800000.0,Casablanca,700.0,5.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Villas,Nassim 1 ,4650000.0,Casablanca,345.0,1.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Hay Zobir ,1250000.0,Casablanca,125.0,6.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Triangle d'Or ,3200000.0,Casablanca,200.0,4.0,3.0,3.0,3.0,Non Specifique,Non Specifique
Appartements,Anfa ,2650000.0,Casablanca,146.0,4.0,3.0,2.0,3.0,Non Specifique,Non Specifique
Appartements,Hay Alamal ,670000.0,Casablanca,60.0,3.0,2.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Belvédère ,1020000.0,Casablanca,91.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,2090000.0,Casablanca,99.0,3.0,2.0,2.0,3.0,Non Specifique,Non Specifique
Villas,Sidi Maarouf ,5300000.0,Casablanca,375.0,5.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Palmier ,1650000.0,Casablanca,116.0,5.0,3.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Moulay Youssef ,2200000.0,Casablanca,104.0,5.0,2.0,2.0,5.0,Non Specifique,Non Specifique
Appartements,Derb Chorfa ,270000.0,Casablanca,32.0,2.0,1.0,1.0,2.0,Non Specifique,Non Specifique
Appartements,Californie ,1694450.0,Casablanca,123.0,4.0,3.0,3.0,1.0,Non Specifique,Non Specifique
Appartements,Californie ,2506000.0,Casablanca,179.0,4.0,3.0,3.0,2.0,Non Specifique,Non Specifique
Appartements,Californie ,1930430.0,Casablanca,139.0,3.0,2.0,3.0,2.0,Non Specifique,Non Specifique
Appartements,Californie ,2479680.0,Casablanca,180.0,4.0,3.0,3.0,1.0,Non Specifique,Non Specifique
Appartements,Californie ,2465900.0,Casablanca,179.0,4.0,3.0,3.0,4.0,Non Specifique,Non Specifique
Appartements,Triangle d'Or ,4850000.0,Casablanca,225.0,4.0,4.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Derb Ghalef ,850000.0,Casablanca,56.0,2.0,1.0,1.0,4.0,Non Specifique,Non Specifique
Villas,Ain Diab Extension ,16500000.0,Casablanca,1180.0,10.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Villas,Californie ,12808345.0,Casablanca,2390.0,11.0,9.0,0.0,0.0,Non Specifique,Non Specifique
Appartements,Derb Loubila ,990000.0,Casablanca,74.0,3.0,2.0,1.0,6.0,Non Specifique,Non Specifique
Villas,Californie ,16000000.0,Casablanca,1000.0,8.0,5.0,5.0,0.0,Non Specifique,Non Specifique
Appartements,Anassi ,340000.0,Casablanca,56.0,5.0,2.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1370000.0,Casablanca,130.0,4.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Sidi Moumen ,610000.0,Casablanca,60.0,3.0,2.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Hay Almassira 2 ,500000.0,Casablanca,66.0,3.0,2.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Les princesses ,1750000.0,Casablanca,157.0,4.0,3.0,2.0,4.0,Non Specifique,Non Specifique
Appartements,Californie ,1386000.0,Casablanca,99.0,3.0,2.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Hermitage ,973500.0,Casablanca,46.0,2.0,1.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Oulfa ,829500.0,Casablanca,79.0,3.0,2.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Racine ,3500000.0,Casablanca,196.0,0.0,4.0,3.0,0.0,Non Specifique,Non Specifique
Appartements,Maârif ,820000.0,Casablanca,40.0,1.0,1.0,1.0,1.0,Non Specifique,Non Specifique
Appartements,Oasis ,1813000.0,Casablanca,98.0,4.0,3.0,0.0,2.0,Non Specifique,Non Specifique
Appartements,Bernoussi ,380000.0,Casablanca,54.0,3.0,2.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,880000.0,Casablanca,91.0,3.0,3.0,1.0,3.0,Non Specifique,Non Specifique
Appartements,Racine ,2000000.0,Casablanca,96.0,4.0,3.0,2.0,1.0,Non Specifique,Non Specifique
Appartements,Sidi Maarouf ,2790000.0,Casablanca,303.0,8.0,5.0,5.0,0.0,Non Specifique,Non Specifique
Appartements,Triangle d'Or ,2380000.0,Casablanca,164.0,4.0,2.0,3.0,4.0,Non Specifique,Non Specifique
Villas,Ain Diab ,9500000.0,Casablanca,618.0,6.0,5.0,5.0,0.0,Non Specifique,Non Specifique
Appartements,Riviera ,2682500.0,Casablanca,148.0,4.0,3.0,4.0,5.0,Non Specifique,Non Specifique
Appartements,Riviera ,2886000.0,Casablanca,156.0,5.0,4.0,4.0,2.0,Non Specifique,Non Specifique
Appartements,Riviera ,3505750.0,Casablanca,222.0,5.0,4.0,4.0,1.0,Non Specifique,Non Specifique
Appartements,Val Fleury ,2250000.0,Casablanca,200.0,4.0,3.0,2.0,0.0,Non Specifique,Non Specifique
Appartements,Gauthier ,3800000.0,Casablanca,289.0,5.0,4.0,2.0,4.0,Non Specifique,Non Specifique
Villas,Nassim 2 ,3500000.0,Casablanca,180.0,7.0,4.0,3.0,0.0,Non Specifique,Non Specifique
