Type,Localisation,Title,Price,City,Area,Rooms,Bedrooms,Bathrooms,Floor,Other_tags,Current_state,Age
Appartements,Gauthier ,Opportunité à gauthier,2500000.0,Casablanca,176.0,4.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement au RDC de 123m² en vente California Parc,2210800.0,Casablanca,123.0,3.0,2.0,,,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement de 125m² en vente California Parc,2292450.0,Casablanca,125.0,4.0,3.0,,2.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement de 137m² en vente California Parc,2129100.0,Casablanca,137.0,3.0,2.0,,3.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement de 148m² en vente California Parc,2694800.0,Casablanca,148.0,4.0,3.0,,2.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement au RDC de 124m² en vente California Parc,2228400.0,Casablanca,124.0,3.0,2.0,,,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement de 138m² en vente California Parc,2168180.0,Casablanca,138.0,3.0,2.0,,3.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement de 145m² en vente California Parc,2721750.0,Casablanca,145.0,4.0,3.0,,1.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement de 144m² en vente California Parc,2594400.0,Casablanca,144.0,4.0,3.0,,1.0,[],Non Specifique,Non Specifique
Appartements,Palmier ,"Appartement à vendre, Palmier",3700000.0,Casablanca,265.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Oasis ,Dernier etage ensoleille,2700000.0,Casablanca,128.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Villas,Centre Ville ,Villa art deco proche starbucks anfa,15500000.0,Casablanca,890.0,,4.0,2.0,,[],Non Specifique,Non Specifique
Villas,Anfa ,Villa à vendre de 122m2 quartier Anfa,3400000.0,Casablanca,122.0,,,,,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Votre Appt Haut Standing Dans une résidence100% Piétonne,861000.0,Casablanca,82.0,3.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Appartement acheté Un Salon Meublé OFFERT,600000.0,Casablanca,75.0,3.0,2.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Appartement en vente aux princesses. 3 belles chambres. Avec garage et ascenseur,2400000.0,Casablanca,158.0,4.0,3.0,3.0,4.0,[],Non Specifique,Non Specifique
Appartements,Racine ,VENTE APPARTEMENT TRES HAUT STANDING TERRASSE RACINE,6000000.0,Casablanca,266.0,7.0,4.0,4.0,3.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Bel appartement en vente quartier les princesse,2000000.0,Casablanca,138.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Appartements EN LOCATION haut S sur BD abdelmoumen,2400000.0,Casablanca,151.0,5.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,Rare. Magnifique et spacieux appartement en vente,4800000.0,Casablanca,264.0,6.0,3.0,3.0,1.0,[],Non Specifique,Non Specifique
Appartements,Racine ,Racine vente appartement terrasse 177 m²,4200000.0,Casablanca,177.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Villas,Anfa ,Av villa piscine anfa golf casablanca,12808345.0,Casablanca,987.0,11.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Oasis ,Av villa emplacement premium oasis casablanca,11600000.0,Casablanca,1058.0,12.0,6.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement de 55m² en vente Luxoria Oasis,1264660.0,Casablanca,55.0,,1.0,1.0,4.0,[],Non Specifique,Non Specifique
Appartements,Racine ,Appartement à l'achat à Racine. Surface totale 165 m². Antenne parabolique et Porte blindée,2500000.0,Casablanca,165.0,4.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Appartement bourgogne,2450000.0,Casablanca,120.0,3.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,A Vendre appartement à Gauthier,1737300.0,Casablanca,98.0,3.0,2.0,2.0,6.0,[],Non Specifique,Non Specifique
Appartements,Derb Ghalef ,Bel appartement à vendre,1350000.0,Casablanca,101.0,3.0,2.0,2.0,6.0,[],Non Specifique,Non Specifique
Appartements,La Gironde ,"Appartement sans vis à vis, orienté sud",1100000.0,Casablanca,96.0,4.0,2.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,Appartement en vente al wifak ain sebaa,320000.0,Casablanca,50.0,3.0,2.0,1.0,2.0,[],Non Specifique,Non Specifique
Villas,Californie ,Vente Villa 1105m² La Colline,12000000.0,Casablanca,1105.0,8.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Vente appartement a bourgogne,1995968.0,Casablanca,60.0,2.0,1.0,1.0,7.0,[],Non Specifique,Non Specifique
Appartements,Hay Alhoda ,Vente appartement,530000.0,Casablanca,69.0,3.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement haut standing à vendre,1200000.0,Casablanca,83.0,3.0,2.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement de 134m² en vente California Parc,2528950.0,Casablanca,134.0,4.0,3.0,,3.0,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Duplex neuf haut standing à Casablanca. Opportunité à saisir,2012500.0,Casablanca,129.0,3.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Villas,Polo ,♦️Opportunité a saisir villa 3 façades 1434 m2♦️,13500000.0,Casablanca,1434.0,8.0,6.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Oasis ,Très bel appartement en vente,2850000.0,Casablanca,195.0,4.0,3.0,3.0,1.0,[],Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,SUPERBE opportunité: Triplex a vendre sur CIL,5990000.0,Casablanca,361.0,7.0,3.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Racine ,Penthouse de luxe de 250m² à vendre sur Racine,6000000.0,Casablanca,250.0,6.0,3.0,3.0,5.0,[],Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,Maison de haut standing à vendre à CIL Hay Salam. Superficie 940 m². Places de stationnement et terrasse,16520000.0,Casablanca,944.0,9.0,7.0,6.0,,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Superbe appartement à vendre à Gauthier. 2 chambres. Ascenseur et stationnement,2450000.0,Casablanca,167.0,3.0,2.0,3.0,2.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement de 56m² en vente Luxoria Oasis,1286380.0,Casablanca,56.0,,1.0,1.0,5.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement 46m² + 2m² de terrasse en vente Luxoria Oasis,1050660.0,Casablanca,47.0,,1.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement de 41m² en vente Luxoria Oasis,947400.0,Casablanca,41.0,,1.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement de 56m² en vente Luxoria Oasis,1268400.0,Casablanca,56.0,,1.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement 45m² + 33m² de terrasse en vente Luxoria Oasis,1223060.0,Casablanca,58.0,,1.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement 47m² + 4m² de terrasse en vente Luxoria Oasis,1039960.0,Casablanca,49.0,,1.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement de 55m² en vente Luxoria Oasis,1247000.0,Casablanca,55.0,,1.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement 54m² + 8m² de terrasse en vente Luxoria Oasis,1280170.0,Casablanca,58.0,,1.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement 42m² + 64m² de terrasse en vente Luxoria Oasis,1317080.0,Casablanca,63.0,,1.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement de 42m² en vente Luxoria Oasis,968800.0,Casablanca,42.0,,1.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement 52m² en vente Luxoria Oasis,1154980.0,Casablanca,52.0,,1.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement 35m² + 4m² de terrasse en vente Luxoria Oasis,802415.0,Casablanca,37.0,,1.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement 39m² + 4m² de terrasse en vente Luxoria Oasis,947400.0,Casablanca,41.0,,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement 38m² + 3m² terrasse en vente Luxoria Oasis,915300.0,Casablanca,40.0,,1.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,"Appartement F3 en vente 98m², NEXT HOUSE CASA ANFA",1824000.0,Casablanca,98.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa à vendre californie zone commerciale,12808345.0,Casablanca,1250.0,15.0,15.0,5.0,,[],Non Specifique,Non Specifique
Appartements,Hay Zobir ,Bel appartement à vendre,730000.0,Casablanca,65.0,5.0,2.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Vente Appartement neuf 104m² Californie,1350000.0,Casablanca,104.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Palmier ,"Magnifique appartement à la vente, palmier",1500000.0,Casablanca,93.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Superbe appartement à vendre à Les princesses. Parking et ascenseur,990000.0,Casablanca,45.0,1.0,1.0,1.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Somptueuse Villa 5000m2 à vendre à Californie,44800000.0,Casablanca,5000.0,12.0,7.0,6.0,,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Appartement a vendre a Gautier avec cour,3500000.0,Casablanca,210.0,4.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Appartement 347 m2 dont une terrasse de 209 m2,3800000.0,Casablanca,347.0,4.0,3.0,3.0,6.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement 124m² Maarif Extention 1MDH,1000000.0,Casablanca,124.0,3.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Splendide Appart en Vente à 2 Mars rue de sebta,2900000.0,Casablanca,214.0,12.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Palmier ,Apoartement à la vente en étage élevé palmier,3500000.0,Casablanca,262.0,4.0,3.0,3.0,6.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Appartement 4 chambres à Gauthier àla vente,3300000.0,Casablanca,198.0,6.0,4.0,3.0,6.0,[],Non Specifique,Non Specifique
Appartements,Val Fleury ,Vente appartement 124m² val fleuri,2000000.0,Casablanca,124.0,5.0,3.0,2.0,,[],Non Specifique,Non Specifique
Villas,Ain Diab ,Maison de luxe à vendre à Casablanca. 2 pièces. Porte sécurisée et chauffage central,8300000.0,Casablanca,477.0,2.0,1.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Appartement de 125m² en vente MAYFAIR RÉSIDENCE,1760000.0,Casablanca,125.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Duplex en vente à Bourgogne Ouest. Superficie 53 m². Ascenseur,1007000.0,Casablanca,53.0,2.0,1.0,1.0,5.0,[],Non Specifique,Non Specifique
Villas,Californie ,Villa de 5400 m² à vendre à Californie,60000000.0,Casablanca,5400.0,3.0,5.0,5.0,,[],Non Specifique,Non Specifique
Villas,Ain Diab Extension ,Villa de 1430 m² à vendre à Ain Diab extension,17000000.0,Casablanca,1430.0,4.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Appartement à vendre au quartier les princesses,2900000.0,Casablanca,177.0,6.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Ain Diab ,"Terrasse vegetalisee de 48m2, vrai bijou",1700000.0,Casablanca,148.0,,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Casablanca,Bon investissemnt locatif moderne meuble princesses,1050000.0,Casablanca,59.0,,1.0,1.0,7.0,[],Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,Villa d'angle au CIL à vendre,8500000.0,Casablanca,492.0,9.0,5.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement à vendre 5eme étage 140 m2 Maarif Exte,2450000.0,Casablanca,140.0,4.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement Rez-de-jardin de 189m² en vente UTOPIA,1917500.0,Casablanca,189.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement de 127m² en vente UTOPIA,1927400.0,Casablanca,127.0,4.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement de 106m² en vente UTOPIA,1613100.0,Casablanca,106.0,4.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement Rez-de-jardin de 198m² en vente UTOPIA,2060600.0,Casablanca,198.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement de 130m² en vente UTOPIA,2021750.0,Casablanca,130.0,4.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Appartement de 117m² en vente Résidence New City,1228500.0,Casablanca,117.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Maârif ,Appartement de 142m² en vente Résidence Ô Maarif,2839750.0,Casablanca,142.0,4.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,"Appartement F2 de 65m² en vente Résidence Occitania, Casablanca",1600000.0,Casablanca,65.0,2.0,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,"Appartement F4 de 104m² en vente Résidence Occitania, Casablanca",2180000.0,Casablanca,104.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Beauséjour ,Appartement à Vendre,1936000.0,Casablanca,121.0,7.0,4.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,La Gironde ,Appartement à vendre à cote de ASAWK SALAM la Giron,1119000.0,Casablanca,117.0,8.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Bel appartement à Vendre à quartier des hôpitaux,2000000.0,Casablanca,150.0,5.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Racine ,Magnifique appartement de 210 m² à vendre a Racine,3850000.0,Casablanca,210.0,4.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Ain Diab ,Ain diab vente appartement 208 m² 3 chambres,3500000.0,Casablanca,208.0,4.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Top placement locatif,1300000.0,Casablanca,52.0,2.0,1.0,1.0,5.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,"GAUTHIER, Très joli studio meublé à VENDRE VACL. 9091",1750000.0,Casablanca,98.0,2.0,1.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Foncière ,"Appartement spacieux, ensoleillé et sans vis à vis",2500000.0,Casablanca,172.0,8.0,4.0,3.0,2.0,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement au RDC de 139m² en vente, Le Prestige Californie",1790320.0,Casablanca,139.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement de 104m² en vente, Le Prestige Californie",1630720.0,Casablanca,104.0,3.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Villas,Anfa Supérieur ,Villa de 1000 m² à vendre à Anfa Supérieur,25000000.0,Casablanca,1000.0,7.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement au RDC de 88m² en vente, Le Prestige Californie",1429120.0,Casablanca,88.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,Appartement au RDC de 86m² en vente Les jardins de Ain Sebaa,915800.0,Casablanca,86.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Villas,Ain Diab ,Vente villa moderne quartier Ain Diab Casablanca,13500000.0,Casablanca,767.0,7.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,OPPORTUNITÉ appartment à vendre au dernier étage,1200000.0,Casablanca,95.0,3.0,2.0,1.0,7.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Est ,"Appartement a vendre moderne à Bd Anfa, Bourgogne",2600000.0,Casablanca,162.0,4.0,3.0,3.0,3.0,[],Non Specifique,Non Specifique
Villas,Ain Diab ,"Villa a vendre Ain Diab, Sindi Bad",7100000.0,Casablanca,382.0,6.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,Appartement a vendre Triangle d'Or,4200000.0,Casablanca,299.0,4.0,3.0,3.0,1.0,[],Non Specifique,Non Specifique
Appartements,Ain Borja ,"Appartement de 99m² en vente, Les Jardins de Belvédère",1995968.0,Casablanca,99.0,4.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,"Appartement F2 de 59m² en vente, Ryad' Anfa",1250000.0,Casablanca,59.0,,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,"Appartement F2 de 59m² en vente, Ryad' Anfa",1250000.0,Casablanca,59.0,2.0,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,"Appartement F4 de 124m² en vente, Ryad' Anfa",2200000.0,Casablanca,124.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement en RDC de 137m² 3 chambres salon à Jnane Californie,2124000.0,Casablanca,137.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 101m² en vente Résidence Diaz,1868000.0,Casablanca,101.0,3.0,2.0,1.0,5.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 57m² en vente Résidence Diaz,1076000.0,Casablanca,57.0,2.0,1.0,1.0,5.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 74m² en vente Résidence Diaz,1382000.0,Casablanca,74.0,3.0,2.0,1.0,4.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 45m² en vente Résidence Diaz,860000.0,Casablanca,45.0,,1.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 45m² en vente Résidence Diaz,860000.0,Casablanca,45.0,,1.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 57m² en vente Résidence Diaz,1076000.0,Casablanca,57.0,2.0,1.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 47m² en vente Résidence Diaz,896000.0,Casablanca,47.0,2.0,1.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement au RDC de 91m² en vente Résidence Diaz,1597000.0,Casablanca,91.0,3.0,2.0,1.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa de 648 m2 Moderne BONNE AFFAIRE,8700000.0,Casablanca,648.0,8.0,4.0,4.0,,[],Non Specifique,Non Specifique
Villas,Longchamps (Hay Al Hanâa) ,Villa 975m² au Beau Côté de Longchamps,14000000.0,Casablanca,975.0,7.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,Appartement de 71m² en vente Les Jardins de Ain Sebaa,797865.0,Casablanca,71.0,3.0,2.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,Appartement de 76m² en vente Les Jardins de Ain Sebaa,891080.0,Casablanca,76.0,3.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,Appartement au RDC de 68m² en vente Les jardins de Ain Sebaa,716392.0,Casablanca,68.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,Appartement de 87m² en vente Les jardins de Ain Sebaa,970905.0,Casablanca,87.0,4.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Villas,Hermitage ,Vends Villa Zone immeuble,12808345.0,Casablanca,303.0,,,,,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Studio en plein coeur de Gauthier,1250000.0,Casablanca,45.0,2.0,1.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Racine ,Superbe appartement à vendre à Racine. Surface de 248 m²,450000.0,Casablanca,248.0,6.0,4.0,3.0,2.0,[],Non Specifique,Non Specifique
Villas,Californie ,Villa 434 m2 a vendre Résidence fermée Californie,7500000.0,Casablanca,434.0,7.0,5.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,Appartement à triangle d'or avec deux terrasses,3700000.0,Casablanca,274.0,4.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Oasis ,Vendre studio F2 62 m2 Etg 3 Oasis Casablanca,1370000.0,Casablanca,62.0,2.0,1.0,1.0,3.0,[],Non Specifique,Non Specifique
Villas,El Manar - El Hank ,Villa commerciale ou habitation a vendre sur l'avenue de Nice,9500000.0,Casablanca,450.0,6.0,4.0,4.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa a vendre Californie style provençale 1000 m2,14000000.0,Casablanca,1001.0,7.0,5.0,5.0,,[],Non Specifique,Non Specifique
Appartements,Les princesses ,♥️Appartement de charme double facade ♥️,1760800.0,Casablanca,89.0,3.0,2.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,♥️Sublime appartement moderne avec terrasse ♥️,1550000.0,Casablanca,89.0,3.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
