Type,Localisation,Title,Price,City,Area,Rooms,Bedrooms,Bathrooms,Floor,Other_tags,Current_state,Age
Appartements,Beauséjour ,Superbe appartement à vendre à Beauséjour. 1 salons,1000000.0,Casablanca,92.0,3.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Hermitage ,Studio de 54m² en vente Résidence Studio 31,1152740.0,Casablanca,54.0,2.0,1.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Hermitage ,Studio de 46m² en vente Résidence Studio 31,973500.0,Casablanca,46.0,2.0,1.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Hermitage ,Studio de 60m² en vente Résidence Studio 31,1327560.0,Casablanca,60.0,2.0,1.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Hermitage ,Studio de 59m² en vente Résidence Studio 31,1261100.0,Casablanca,59.0,2.0,1.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,"Studio de 51m² en vente, La Compagne de Queens",1182000.0,Casablanca,51.0,2.0,1.0,1.0,,[],Non Specifique,Non Specifique
Villas,Laymoune ,LAYMOUNE Très belle villa ensoleillée 504 m²,6400000.0,Casablanca,504.0,6.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement à l'achat à Casablanca. 4 pièces. Ascenseur et terrasse,1550000.0,Casablanca,130.0,4.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,La Gironde ,Appart 106m² avec 50m² Terrasse+56m² habitable,872000.0,Casablanca,106.0,3.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,La Gironde ,Bel Appartement de 95m² sur Bd la Résistance,1150000.0,Casablanca,95.0,3.0,2.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,La Gironde ,Studio en vente 45m² la gironde,562500.0,Casablanca,45.0,2.0,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,La Gironde ,"3 chambres, 1 Salon sur Bd la résistance",1800000.0,Casablanca,144.0,4.0,3.0,3.0,2.0,[],Non Specifique,Non Specifique
Appartements,La Gironde ,Appart 100m² avec 47m² Terrasse+53m² habitable,824000.0,Casablanca,100.0,3.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,La Gironde ,Studio de 35m² en vente Résidence Siyame La Gironde 2,400000.0,Casablanca,32.0,2.0,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement de 139m² en vente UTOPIA,1818500.0,Casablanca,139.0,4.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Lissasfa ,"Appartement en RDC de 113m² en vente, Résidence Saadat El Oulfa 2",866800.0,Casablanca,113.0,,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Lissasfa ,Appartement de 109m² en vente Résidence Saadat El Oulfa 2,1103080.0,Casablanca,109.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Lissasfa ,Appartement 123m² en vente Résidence Saadat El Oulfa 2,1146270.0,Casablanca,123.0,4.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Lissasfa ,"Appartement en RDC de 153m² en vente, Résidence Saadat El Oulfa 2",1091200.0,Casablanca,153.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Lissasfa ,"Appartement de 107m² en vente, Résidence Saadat El Oulfa 2",1118150.0,Casablanca,107.0,4.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Lissasfa ,"Appartement de 107m² en vente, Résidence Saadat El Oulfa 2",1118150.0,Casablanca,107.0,4.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Lissasfa ,Appartement de 113m² en vente Résidence Saadat El Oulfa 2,1162200.0,Casablanca,113.0,,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,OASIS Appartement moderne 128 m²,2450000.0,Casablanca,128.0,3.0,2.0,3.0,4.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Appartement Haut Standing Gauthier F4 de 155 m2 Superbe vue,3275000.0,Casablanca,155.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Anassi ,Bel appartement avec ascenseur,520000.0,Casablanca,80.0,3.0,2.0,1.0,6.0,[],Non Specifique,Non Specifique
Appartements,Al Azhar ,Appart de standing sur le boulevard mohamed zafzaf,720000.0,Casablanca,85.0,4.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement en RDC de 103m² 2 chambres salon à Jnane Californie,1391000.0,Casablanca,103.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Appartement à vendre sur Gauthier PLACE OLIER,3000000.0,Casablanca,256.0,7.0,4.0,3.0,1.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Bel appartement neuf 102m à vendre sur l'oasis,1850000.0,Casablanca,102.0,5.0,2.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Top Appartement à vendre à l'oasis sans vis à,1550000.0,Casablanca,84.0,4.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Appartement de 127m² en vente Résidence New City,1333500.0,Casablanca,127.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Anassi ,"Appartement de 64m², RÉSIDENCE AL BADR - ANASSI",540000.0,Casablanca,64.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Anassi ,"Appartement de 70m², RÉSIDENCE AL BADR - ANASSI",600000.0,Casablanca,70.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,El Manar - El Hank ,"Appartement de 94m² en vente, Les terrasses d'anfa",1995968.0,Casablanca,94.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,La Gironde ,"Appartement de 57 m² en vente, Résidence Shangai",710000.0,Casablanca,57.0,3.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,La Gironde ,Studio de 50m² en vente Résidence Siyame La Gironde 2,625000.0,Casablanca,50.0,2.0,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,La Gironde ,Appartement de 90m² en vente Résidence Siyame La Gironde 2,1125000.0,Casablanca,90.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,La Gironde ,Appartement de 102m² en vente Résidence Siyame La Gironde 2,1275000.0,Casablanca,102.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Palmier ,Bel appartement haut standing à vendre,1912000.0,Casablanca,95.0,3.0,2.0,1.0,7.0,[],Non Specifique,Non Specifique
Appartements,Racine ,Coquet appartement 173m² à vendre Racine,3150000.0,Casablanca,173.0,5.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Mandarona ,Superbe appartement à vendre à Mandarona. 4 chambres agréables,1200000.0,Casablanca,120.0,2.0,4.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Racine ,Appartement à vendre à Casablanca. Superficie 85 m²,8300000.0,Casablanca,85.0,2.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Palmier ,Appartement à Palmier de 184m2,2600000.0,Casablanca,184.0,4.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Mers Sultan ,Appartement refait a neuf a vendre bd 2 Mars,1700000.0,Casablanca,112.0,4.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Lissasfa ,"Appartement de 99m² en vente, Résidence Saadat El Oulfa 2",1034550.0,Casablanca,99.0,4.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Lissasfa ,"Appartement de 107m² en vente, Résidence Saadat El Oulfa 2",1106380.0,Casablanca,107.0,4.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Lissasfa ,Appartement de 100m² en vente Résidence Saadat El Oulfa 2,1067000.0,Casablanca,100.0,4.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Lissasfa ,"Appartement de 100m² en vente, Résidence Saadat El Oulfa 2",1056000.0,Casablanca,100.0,4.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Maârif ,Appartement de 133m² en vente Résidence Ô Maarif,2615500.0,Casablanca,133.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Maârif ,Appartement de 82m² en vente Résidence Ô Maarif,1699000.0,Casablanca,82.0,3.0,2.0,,3.0,[],Non Specifique,Non Specifique
Appartements,Maârif ,Studio de 85m² en vente Résidence ô Mâarif,1473500.0,Casablanca,85.0,2.0,1.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement Rez-de-jardin de 167m² en vente UTOPIA,1938830.0,Casablanca,167.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,La Gironde ,"Appartement de 64 m² en vente, Résidence Shangai",800000.0,Casablanca,64.0,3.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,La Gironde ,"Appartement de 70 m² en vente, Résidence Shangai",875000.0,Casablanca,70.0,3.0,2.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Palmier ,"Appartement de 109 m² en vente, Palmier Place",2157500.0,Casablanca,109.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,"Appartement F4 de 124m² en vente, Ryad' Anfa",2200000.0,Casablanca,124.0,,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Appartement avec terrasse sur Gauthier,3150000.0,Casablanca,238.0,5.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,À vendre des Appartements neuf Bourgoune,1600000.0,Casablanca,87.0,4.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Vente joli studio meublé 51m² Bourgogne Ouest,1000000.0,Casablanca,51.0,2.0,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,"Studio de 43m² en vente, Résidence En-Nour",451000.0,Casablanca,43.0,3.0,1.0,1.0,4.0,[],Non Specifique,Non Specifique
Appartements,Hermitage ,Studio de 57m² en vente Résidence Studio 31,1237650.0,Casablanca,57.0,2.0,1.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Maârif ,Appartement de 105m² en vente Résidence Ô Maarif,2118250.0,Casablanca,105.0,3.0,2.0,,1.0,[],Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,"Duplex de 259m² en vente , NEXT HOUSE CASA ANFA",5052000.0,Casablanca,259.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,Appartement à vendre Quartier FERME BRETONNE,1800000.0,Casablanca,102.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Racine ,Beaux volumes avenue du phare,3400000.0,Casablanca,191.0,6.0,3.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement 205m², Ascenseur, Aïn Chock",3200000.0,Casablanca,205.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Palmier ,Grand appartement haut standing à vendre,2420000.0,Casablanca,110.0,1.0,3.0,1.0,5.0,[],Non Specifique,Non Specifique
Appartements,Derb Ghalef ,Vente d'un bel appartement à Derb Ghalef. 1 Pièce. Terrasse et ascenseur,910000.0,Casablanca,65.0,3.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Racine ,Appartement à vendre sur Racine 220 m²,2600000.0,Casablanca,220.0,6.0,4.0,2.0,,[],Non Specifique,Non Specifique
Villas,Nassim 1 ,Villa habitable de suite à Islane Nassim,8500000.0,Casablanca,475.0,10.0,5.0,5.0,,[],Non Specifique,Non Specifique
Appartements,Sidi Maarouf ,Apprt en vente sidi maarouf p loin de nearshore,360000.0,Casablanca,52.0,3.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Rdc à Bourgogne Ouest. 2 chambres,1555000.0,Casablanca,93.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Ain Diab ,Top affaire bouskoura vente appartement au rdc,3600000.0,Casablanca,215.0,7.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement Rez-de-jardin de 243m² en vente UTOPIA,2607850.0,Casablanca,243.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement de 116m² en vente UTOPIA,1838760.0,Casablanca,116.0,4.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 55m² en vente Résidence Diaz,1067500.0,Casablanca,55.0,2.0,1.0,1.0,5.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 45m² en vente Résidence Diaz,860000.0,Casablanca,45.0,,1.0,1.0,4.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 67m² en vente Résidence Diaz,1256000.0,Casablanca,67.0,2.0,1.0,1.0,4.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 52m² en vente Résidence Diaz,986000.0,Casablanca,52.0,2.0,1.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Casablanca,Cil 3 ch avec jolie vue,1900000.0,Casablanca,126.0,,3.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Devenez propriétaire de votre appartement,600000.0,Casablanca,75.0,3.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Villas,Californie ,Une magnifique villa à vendre Californie,8000000.0,Casablanca,413.0,10.0,5.0,5.0,,[],Non Specifique,Non Specifique
Appartements,El Manar - El Hank ,"Appartement de 82m² en vente, Les terrasses d'anfa",1995968.0,Casablanca,82.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement au RDC de 99m² 3 chambres salon à Jnane Californie,1336000.0,Casablanca,99.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Villas,Californie ,BELLE VILLA A VENDRE A Californie Casablanca,7800000.0,Casablanca,510.0,8.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Appt a vendre les hopitaux sup 104m 2 ch sans vis,1260000.0,Casablanca,104.0,4.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Appt a vendre 2 mars à côté école la résidence,1400000.0,Casablanca,105.0,3.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,Appartement de 123 m² en vente Résidence Zeralda,2050000.0,Casablanca,123.0,4.0,3.0,4.0,2.0,[],Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,Appartement 179m² dont 88m² de terrasse Zeralda,2200000.0,Casablanca,179.0,3.0,2.0,3.0,5.0,[],Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,Appartement 129m² en vente Résidence Zeralda,2150000.0,Casablanca,129.0,3.0,2.0,3.0,4.0,[],Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,Studio de 67m² en vente Résidence Zeralda,1100000.0,Casablanca,67.0,2.0,1.0,2.0,,[],Non Specifique,Non Specifique
Villas,Ain Diab ,Vente magnifique villa 370m² Ain Diab,8000000.0,Casablanca,370.0,9.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,"Appartement de 91m² en vente, Résidence Ritaj",1274000.0,Casablanca,91.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Villas,Port ,Top affaire villa bousskoura,6500000.0,Casablanca,300.0,6.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,Top affaire appartement californie a vendre,2065000.0,Casablanca,100.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Villas,Casablanca,Magnifique villa à vendre,7300000.0,Casablanca,683.0,6.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Casablanca,Splendide villa à vendre,5500000.0,Casablanca,650.0,5.0,4.0,2.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Belle villa a vendre californie,11000000.0,Casablanca,860.0,6.0,4.0,4.0,,[],Non Specifique,Non Specifique
Villas,Casablanca,Belle villa a vendre,9000000.0,Casablanca,550.0,6.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Racine ,Magnifique appartement duplexe a vendre,6000000.0,Casablanca,320.0,7.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Casablanca,Magnifique appartement a vendre,2260000.0,Casablanca,176.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Ain Borja ,Vente d'un bel appartement à Ain Borja. 2 chambres. Avec ascenseur et terrasse,950000.0,Casablanca,76.0,5.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Villas,Sidi Maarouf ,Très belle villa A VENDRE à Sidi Maarouf,8400000.0,Casablanca,616.0,7.0,5.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 82m² en vente Résidence Diaz,1526000.0,Casablanca,82.0,3.0,2.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 76m² en vente Résidence Diaz,1418000.0,Casablanca,76.0,3.0,2.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 52m² en vente Résidence Diaz,986000.0,Casablanca,52.0,2.0,1.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 74m² en vente Résidence Diaz,1345000.0,Casablanca,74.0,3.0,2.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 57m² en vente Résidence Diaz,1076000.0,Casablanca,57.0,2.0,1.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement au RDC de 36m² en vente Résidence Diaz,691667.0,Casablanca,36.0,2.0,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement au RDC de 48m² en vente Résidence Diaz,890000.0,Casablanca,48.0,2.0,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Les princesses ,"Appartement 113m² incluant 26m² de terrasse, Queens",1960000.0,Casablanca,113.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Vente appartement de 245m 4 chambres 2 mars,3600000.0,Casablanca,245.0,6.0,4.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,"Appartement 157 m² à vendre, Gauthier, Casablanca",3000000.0,Casablanca,157.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Maârif ,Appartement de 115m² en vente Résidence Ô Maarif,2313250.0,Casablanca,115.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Val Fleury ,Vente bel appartement neuf 102m² val fleuri,1690000.0,Casablanca,102.0,5.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Devenez propriétaire de votre appartement,608000.0,Casablanca,76.0,3.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Prêt à acheter dans le neuf RESERVE VOTRE APPARTEMENT,1092000.0,Casablanca,104.0,4.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Superbe appartement à vendre à Les princesses. 4 pièces confortables. Jardin et ascenseur.,1690000.0,Casablanca,95.0,4.0,2.0,1.0,5.0,[],Non Specifique,Non Specifique
Appartements,CIL (Hay Salam) ,"Bel appart à vendre, TERRASSE, 201 m2, Bd Ghandi",3400000.0,Casablanca,201.0,5.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Villas,Casablanca,Villa proche frederic cassel,22500000.0,Casablanca,1230.0,,7.0,6.0,,[],Non Specifique,Non Specifique
Appartements,Palmier ,Terrasse proche moliere,2800000.0,Casablanca,138.0,,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Exclusivite sans vis a vis,1700000.0,Casablanca,114.0,,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Casablanca,Belle affaire maarif extension,900000.0,Casablanca,108.0,,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Hermitage ,Magnifique studio de 61m² sur Boulevard Anoual,968000.0,Casablanca,61.0,2.0,1.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Appartement de 99m² en vente Résidence New City,1039500.0,Casablanca,99.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Derb Ghalef ,Vend appartement à Derb Ghalef. Surface de 100 m². Terrasse et ascenseur.,1400000.0,Casablanca,100.0,2.0,2.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Hay Zobir ,Vend appartement à Hay Zobir. 2 chambres agréables,440000.0,Casablanca,57.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Villas,Polo ,Belle petite villa recente au Polo,8100000.0,Casablanca,467.0,6.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Maârif ,Magnifique appartement a vendre,2300000.0,Casablanca,219.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Port ,Magnifique appartement a vendre,2600000.0,Casablanca,115.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Villas,Casablanca,Top affaire villa bouskoura,5344120.0,Casablanca,335.0,5.0,3.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Palmier ,Palmier vue degagee et ensoleillee,1690000.0,Casablanca,116.0,,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Oasis ,Vente a oasis. Belle terrasse,2000000.0,Casablanca,165.0,3.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Val Fleury ,Val fleury 3 ch spacieux appartement,1900000.0,Casablanca,150.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,"Appartement 145 m² à vendre, Hopitaux Pasteur",1900000.0,Casablanca,145.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa de 1055 m2 TRES BONNE AFFAIRE,9800000.0,Casablanca,1055.0,8.0,4.0,4.0,,[],Non Specifique,Non Specifique
Villas,Anfa Supérieur ,Villa de 1025m² en pleine ANFA SUPERIEURE,20000000.0,Casablanca,1025.0,8.0,4.0,2.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa de 2611 m2 MODERNE TRES BONNE AFFAIRE,21000000.0,Casablanca,2611.0,9.0,6.0,5.0,,[],Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,Villa Ultra Moderne de 583 m2 à CIL,12000000.0,Casablanca,583.0,8.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Anfa Supérieur ,Villa de 475 m2 en pleine Anfa supérieure RARE,12700000.0,Casablanca,465.0,8.0,4.0,4.0,,[],Non Specifique,Non Specifique
Villas,Anfa Supérieur ,Villa de 961 m2 à ZOM ANFA,16000000.0,Casablanca,961.0,9.0,4.0,4.0,,[],Non Specifique,Non Specifique
Villas,Polo ,Belle villa. POLO. Résidence fermée,7200000.0,Casablanca,350.0,9.0,6.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Palmier ,"Très bel appart, 3éme Etg, ensoleillé, Palmiers",2400000.0,Casablanca,152.0,4.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,El Manar - El Hank ,Appartement de 106m² en vente Les Terrasses d'Anfa,1995968.0,Casablanca,106.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement de 136m² 3 chambres salon à Jnane Californie,1972000.0,Casablanca,136.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Bel appartement à la vente de 105 m² Bd Anoual,1800000.0,Casablanca,105.0,3.0,2.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,"Appartement 142 m² à vendre, Maârif Extension, Casa",2500000.0,Casablanca,142.0,4.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Plateau (Al Batha) ,Très bel appt. Refait avec gout à Maarif,1790000.0,Casablanca,156.0,5.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Casablanca,À vendre Appartement,2700000.0,Casablanca,291.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa de 2049 m² à vendre à Californie,30000000.0,Casablanca,2049.0,8.0,5.0,4.0,,[],Non Specifique,Non Specifique
Riad,Sidi Maarouf ,Villa de 331 m² à vendre à Sidi Maarouf,6500000.0,Casablanca,331.0,3.0,4.0,5.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement de 167 m² à vendre sur Bd Zerktouni,2700000.0,Casablanca,167.0,4.0,3.0,2.0,7.0,[],Non Specifique,Non Specifique
Villas,Californie ,Villa de 998m² à vendre à Californie,14000000.0,Casablanca,998.0,4.0,4.0,5.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa de 1200 m2 à vendre à Californie,13000000.0,Casablanca,1200.0,7.0,6.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Maârif ,Appartement à vendre au 2 Mars 109 m²,1350000.0,Casablanca,109.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Tantonville ,Bel Appartementau centre ville,1600000.0,Casablanca,120.0,3.0,2.0,2.0,1.0,[],Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,Villa de 450 m² à vendre à Cil ( Hay Essalam ),10500000.0,Casablanca,450.0,2.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Sidi Belyout ,Appartement de 113 m² à vendre à Boulevard Ziraoui,1695000.0,Casablanca,113.0,1.0,2.0,2.0,,[],Non Specifique,Non Specifique
Villas,Anfa ,Appartement de 131m² à vendre sur la cité des Arts,2500000.0,Casablanca,131.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa de 1100 m² à vendre à Californie,14000000.0,Casablanca,1100.0,3.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Racine ,Appartement à vendre sur Racine 162 m²,2650000.0,Casablanca,162.0,5.0,3.0,2.0,,[],Non Specifique,Non Specifique
Villas,Sidi Maarouf ,Villa 250 m² à vendre à Sidi Maarouf,5000000.0,Casablanca,250.0,3.0,6.0,5.0,,[],Non Specifique,Non Specifique
Villas,Anfa ,Villa de 300m² à vendre sur le boulevard Sidi Abderahmane,5400000.0,Casablanca,300.0,9.0,5.0,5.0,,[],Non Specifique,Non Specifique
Villas,Anfa Supérieur ,Villa de 1620 m² à vendre à Anfa supérieur,35000000.0,Casablanca,1620.0,8.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Appartement à vendre sur Gauthier 189 m²,4000000.0,Casablanca,189.0,5.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Villas,Anfa Supérieur ,Villa de luxe de 4200 m² à vendre à Casablanca,71400000.0,Casablanca,4200.0,3.0,5.0,5.0,,[],Non Specifique,Non Specifique
Villas,Anfa ,Villa de 1000 m² à vendre à Chantilly,18000000.0,Casablanca,1000.0,8.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,DV. 683: Superbe 2 Ch à Bourgogne:,1600000.0,Casablanca,94.0,3.0,2.0,2.0,5.0,[],Non Specifique,Non Specifique
Villas,Anfa Supérieur ,Villa 2014m² à vendre vue sur mer Anfa Supérieur,48000000.0,Casablanca,2014.0,1.0,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,Vente appartement 233m²avec terrasse Triangle d'or,5500000.0,Casablanca,233.0,8.0,5.0,3.0,,[],Non Specifique,Non Specifique
